srcStateName,srcYear,srcMonth,Settlement of Integrated goods and services tax ( IGST ),YearCode,Year,MonthCode,Month
Puducherry,2019-20,Jun - 2019,30.8087648,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Tripura,2019-20,Jun - 2019,59.1969532,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Gujarat,2019-20,Jun - 2019,419.1660107,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Goa,2018-19,Jun - 2018,66.1006898,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Sikkim,2019-20,Jun - 2019,18.1261324,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Madhya Pradesh,2019-20,Jun - 2019,890.8289168,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
West Bengal,2019-20,Jun - 2019,733.8391919,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Jharkhand,2019-20,Jun - 2019,187.2751257,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Nagaland,2019-20,Jun - 2019,35.6836544,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Manipur,2019-20,Jun - 2019,49.6998137,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Assam,2019-20,Jun - 2019,420.1849909,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Telangana,2019-20,Jun - 2019,793.3732169,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Andhra Pradesh,2019-20,Jun - 2019,869.7878926,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Arunachal Pradesh,2019-20,Jun - 2019,42.2914258,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Jammu and Kashmir,2019-20,Jun - 2019,271.7274759,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Himachal Pradesh,2019-20,Jun - 2019,137.0526634,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Punjab,2019-20,Jun - 2019,468.7935831,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Meghalaya,2019-20,Jun - 2019,48.7546049,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Chhattisgarh,2019-20,Jun - 2019,146.4914908,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Chandigarh,2019-20,Jun - 2019,64.9192522,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Uttarakhand,2019-20,Jun - 2019,75.3313238,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Haryana,2019-20,Jun - 2019,-150.5338747,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Delhi,2019-20,Jun - 2019,529.7163915,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Rajasthan,2019-20,Jun - 2019,784.5244465,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Uttar Pradesh,2019-20,Jun - 2019,2045.3950212,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Bihar,2019-20,Jun - 2019,874.2063449,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Odisha,2019-20,Jun - 2019,276.6486259,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Daman and Diu,2019-20,Jun - 2019,-3.0732025,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Dadra and Nagar Haveli,2019-20,Jun - 2019,-10.6353834,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Maharashtra,2019-20,Jun - 2019,497.9059602,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Goa,2019-20,Jun - 2019,52.5432742,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Lakshadweep,2019-20,Jun - 2019,0.6161942,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Kerala,2019-20,Jun - 2019,921.5101036,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Gujarat,2019-20,May - 2019,438.9174336,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Puducherry,2019-20,May - 2019,30.5060888,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Andaman and Nicobar Islands,2019-20,May - 2019,13.4254717,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Telangana,2019-20,May - 2019,797.6306998,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Bihar,2019-20,May - 2019,721.1496962,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Jammu and Kashmir,2019-20,May - 2019,245.3695978,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Chandigarh,2019-20,May - 2019,75.1019699,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Tripura,2019-20,May - 2019,53.7745235,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Delhi,2019-20,May - 2019,276.471911,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Uttarakhand,2019-20,May - 2019,92.1079007,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Haryana,2019-20,May - 2019,376.212026,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Tamil Nadu,2019-20,May - 2019,1098.4326789,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Kerala,2019-20,May - 2019,849.2987844,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Lakshadweep,2019-20,May - 2019,1.3473619,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Goa,2019-20,May - 2019,57.0276393,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Karnataka,2019-20,May - 2019,1139.5323167,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Maharashtra,2019-20,May - 2019,1233.2086844,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Dadra and Nagar Haveli,2019-20,May - 2019,-2.4912032,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Daman and Diu,2019-20,May - 2019,-0.4363941,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Himachal Pradesh,2019-20,May - 2019,129.4196465,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Madhya Pradesh,2019-20,May - 2019,757.023141,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Chhattisgarh,2019-20,May - 2019,132.0365725,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Odisha,2019-20,May - 2019,261.529411,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Jharkhand,2019-20,May - 2019,179.9699746,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
West Bengal,2019-20,May - 2019,682.2720694,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Punjab,2019-20,May - 2019,498.3376177,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019"
Delhi,2019-20,Nov - 2019,635.6499303,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Chandigarh,2019-20,Nov - 2019,85.1474176,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Punjab,2019-20,Nov - 2019,541.5681827,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Assam,2019-20,Nov - 2019,455.8306501,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
West Bengal,2019-20,Nov - 2019,1013.1321102,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Telangana,2019-20,Oct - 2019,785.5390788,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Andhra Pradesh,2019-20,Oct - 2019,768.4012516,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Jammu and Kashmir,2019-20,Oct - 2019,127.8070334,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Himachal Pradesh,2019-20,Oct - 2019,112.3441054,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Punjab,2019-20,Oct - 2019,449.4191705,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Chandigarh,2019-20,Oct - 2019,57.9297598,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Uttarakhand,2019-20,Oct - 2019,-30.4508547,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Haryana,2019-20,Oct - 2019,375.1060864,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Delhi,2019-20,Oct - 2019,630.3998022,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Tamil Nadu,2019-20,Oct - 2019,991.8094956,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Sikkim,2019-20,Oct - 2019,18.3750327,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Arunachal Pradesh,2019-20,Oct - 2019,31.2567851,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Andaman and Nicobar Islands,2019-20,Oct - 2019,11.94397,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Uttar Pradesh,2019-20,Oct - 2019,1692.9054602,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Rajasthan,2019-20,Oct - 2019,649.6740393,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Tripura,2019-20,Oct - 2019,43.7032988,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Manipur,2019-20,Oct - 2019,38.5806374,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Nagaland,2019-20,Oct - 2019,29.3776647,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Mizoram,2019-20,Oct - 2019,28.8635142,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Meghalaya,2019-20,Oct - 2019,37.2071815,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Assam,2019-20,Oct - 2019,289.0560255,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
West Bengal,2019-20,Oct - 2019,828.1399943,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Jharkhand,2019-20,Oct - 2019,133.7428095,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Odisha,2019-20,Oct - 2019,307.6951799,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Chhattisgarh,2019-20,Oct - 2019,197.7888528,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Madhya Pradesh,2019-20,Oct - 2019,640.0017366,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Gujarat,2019-20,Oct - 2019,407.027685,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Daman and Diu,2019-20,Oct - 2019,0.4984731,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Dadra and Nagar Haveli,2019-20,Oct - 2019,8.6247765,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Maharashtra,2019-20,Oct - 2019,1682.2866971,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Goa,2019-20,Oct - 2019,56.363636,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Lakshadweep,2019-20,Oct - 2019,2.7399527,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Kerala,2019-20,Oct - 2019,731.4597309,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Puducherry,2019-20,Oct - 2019,18.6916572,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Bihar,2019-20,Oct - 2019,667.3727092,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Karnataka,2019-20,Oct - 2019,1132.2728401,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Manipur,2019-20,Sep - 2019,48.5183463,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Tripura,2019-20,Sep - 2019,50.1366787,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Meghalaya,2019-20,Sep - 2019,39.5350328,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Uttarakhand,2019-20,Sep - 2019,105.7922652,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Assam,2019-20,Sep - 2019,343.6597698,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Karnataka,2019-20,Sep - 2019,1409.0194166,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Maharashtra,2019-20,Sep - 2019,1584.1062151,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Dadra and Nagar Haveli,2019-20,Sep - 2019,26.8881351,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Daman and Diu,2019-20,Sep - 2019,5.337322,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Gujarat,2019-20,Sep - 2019,829.6878591,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Goa,2019-20,Sep - 2019,90.3163782,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Madhya Pradesh,2019-20,Sep - 2019,743.3615969,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Chhattisgarh,2019-20,Sep - 2019,197.7905932,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Odisha,2019-20,Sep - 2019,363.2162556,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Jharkhand,2019-20,Sep - 2019,244.129097,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
West Bengal,2019-20,Sep - 2019,866.9867192,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Kerala,2019-20,Sep - 2019,834.8542335,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Tamil Nadu,2019-20,Sep - 2019,1250.3480697,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Puducherry,2019-20,Sep - 2019,30.0664998,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Andaman and Nicobar Islands,2019-20,Sep - 2019,12.5901674,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Telangana,2019-20,Sep - 2019,912.9931452,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Jammu and Kashmir,2019-20,Sep - 2019,124.2177255,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Punjab,2019-20,Sep - 2019,562.9245878,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Himachal Pradesh,2019-20,Sep - 2019,156.2582484,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Chandigarh,2019-20,Sep - 2019,67.4717687,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Lakshadweep,2019-20,Sep - 2019,1.4142027,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Uttar Pradesh,2019-20,Sep - 2019,1919.5323761,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Bihar,2019-20,Sep - 2019,692.0882344,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Sikkim,2019-20,Sep - 2019,27.2048445,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Haryana,2019-20,Sep - 2019,508.1360717,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Delhi,2019-20,Sep - 2019,113.621781,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Arunachal Pradesh,2019-20,Sep - 2019,32.4904858,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Nagaland,2019-20,Sep - 2019,35.4043274,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Andhra Pradesh,2019-20,Sep - 2019,846.8056446,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Mizoram,2019-20,Sep - 2019,29.0827415,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019"
Meghalaya,2020-21,Apr - 2020,4.47,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Haryana,2020-21,Apr - 2020,-15.77,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Delhi,2020-21,Apr - 2020,80.07,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Rajasthan,2020-21,Apr - 2020,113.55,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Bihar,2020-21,Apr - 2020,104.59,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Dadra and Nagar Haveli,2020-21,Apr - 2020,11.14,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Uttar Pradesh,2020-21,Apr - 2020,318.24,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Nagaland,2020-21,Apr - 2020,6.68,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Sikkim,2020-21,Apr - 2020,1.54,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Arunachal Pradesh,2020-21,Apr - 2020,8.41,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Mizoram,2020-21,Apr - 2020,8.32,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Manipur,2020-21,Apr - 2020,6.56,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Tripura,2020-21,Apr - 2020,4.21,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Uttarakhand,2020-21,Apr - 2020,25.81,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Assam,2020-21,Apr - 2020,47.3,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
West Bengal,2020-21,Apr - 2020,155.14,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Jharkhand,2020-21,Apr - 2020,44.14,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Odisha,2020-21,Apr - 2020,59.76,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Chhattisgarh,2020-21,Apr - 2020,92.83,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Madhya Pradesh,2020-21,Apr - 2020,101.97,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Gujarat,2020-21,Apr - 2020,35.96,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Daman and Diu,2020-21,Apr - 2020,1.41,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Maharashtra,2020-21,Apr - 2020,-330.74,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Karnataka,2020-21,Apr - 2020,264.53,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Goa,2020-21,Apr - 2020,6.21,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Kerala,2020-21,Apr - 2020,73.47,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Tamil Nadu,2020-21,Apr - 2020,150.29,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Puducherry,2020-21,Apr - 2020,-0.13,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Andaman and Nicobar Islands,2020-21,Apr - 2020,2.31,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Telangana,2020-21,Apr - 2020,197.55,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Andhra Pradesh,2020-21,Apr - 2020,144.48,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Ladakh,2020-21,Apr - 2020,,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Lakshadweep,2020-21,Apr - 2020,0.54,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Jammu and Kashmir,2020-21,Apr - 2020,32.69,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Himachal Pradesh,2020-21,Apr - 2020,13.61,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Punjab,2020-21,Apr - 2020,54.34,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Chandigarh,2020-21,Apr - 2020,4.58,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
Jammu and Kashmir,2020-21,Aug - 2020,238.844346009,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Ladakh,2020-21,Aug - 2020,9.408348249,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Uttarakhand,2020-21,Aug - 2020,92.259545591,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Chandigarh,2020-21,Aug - 2020,57.8358117,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Himachal Pradesh,2020-21,Aug - 2020,157.447418716,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Bihar,2020-21,Aug - 2020,758.693496077,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Haryana,2020-21,Aug - 2020,513.174247411,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Sikkim,2020-21,Aug - 2020,15.325187467,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Arunachal Pradesh,2020-21,Aug - 2020,31.112641107,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Nagaland,2020-21,Aug - 2020,29.270032946,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Manipur,2020-21,Aug - 2020,27.496431886,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Mizoram,2020-21,Aug - 2020,29.599583562,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Tripura,2020-21,Aug - 2020,46.274671736,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Meghalaya,2020-21,Aug - 2020,34.49421047,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Assam,2020-21,Aug - 2020,275.844193838,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
West Bengal,2020-21,Aug - 2020,772.405302044,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Jharkhand,2020-21,Aug - 2020,236.398737627,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Odisha,2020-21,Aug - 2020,286.916736989,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Chhattisgarh,2020-21,Aug - 2020,122.457348407,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Madhya Pradesh,2020-21,Aug - 2020,785.553715965,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Gujarat,2020-21,Aug - 2020,396.568429092,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Daman and Diu,2020-21,Aug - 2020,-3.45,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Dadra and Nagar Haveli,2020-21,Aug - 2020,6.573772103,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Maharashtra,2020-21,Aug - 2020,1258.258983162,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Karnataka,2020-21,Aug - 2020,1389.079181227,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Goa,2020-21,Aug - 2020,45.875178257,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Punjab,2020-21,Aug - 2020,530.117244209,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Delhi,2020-21,Aug - 2020,528.082148778,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Rajasthan,2020-21,Aug - 2020,852.966209215,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Uttar Pradesh,2020-21,Aug - 2020,1838.222329064,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Lakshadweep,2020-21,Aug - 2020,1.683665211,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Kerala,2020-21,Aug - 2020,733.736125118,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Tamil Nadu,2020-21,Aug - 2020,663.691706405,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Puducherry,2020-21,Aug - 2020,25.527421944,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Andaman and Nicobar Islands,2020-21,Aug - 2020,13.852804799,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Telangana,2020-21,Aug - 2020,982.148756289,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Andhra Pradesh,2020-21,Aug - 2020,827.384936482,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
West Bengal,2020-21,Dec - 2020,922.147916273,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Assam,2020-21,Dec - 2020,413.665805383,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Delhi,2020-21,Dec - 2020,412.10795054,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Sikkim,2020-21,Dec - 2020,23.308813382,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Tamil Nadu,2020-21,Dec - 2020,987.48220001,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Mizoram,2020-21,Dec - 2020,48.485182406,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Tripura,2020-21,Dec - 2020,60.235476173,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Rajasthan,2020-21,Dec - 2020,918.811541052,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Meghalaya,2020-21,Dec - 2020,59.067761279,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Bihar,2020-21,Dec - 2020,992.867314056,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Haryana,2020-21,Dec - 2020,472.2071279,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Uttar Pradesh,2020-21,Dec - 2020,2357.262549275,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Lakshadweep,2020-21,Dec - 2020,1.937737041,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Kerala,2020-21,Dec - 2020,999.085496779,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Puducherry,2020-21,Dec - 2020,43.288475835,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Telangana,2020-21,Dec - 2020,1024.686176499,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Andhra Pradesh,2020-21,Dec - 2020,749.174353426,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Ladakh,2020-21,Dec - 2020,21.983008978,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Andaman and Nicobar Islands,2020-21,Dec - 2020,20.996587723,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Jammu and Kashmir,2020-21,Dec - 2020,311.411794745,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Punjab,2020-21,Dec - 2020,535.529318074,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Nagaland,2020-21,Dec - 2020,50.372143497,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Manipur,2020-21,Dec - 2020,74.062768213,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Uttarakhand,2020-21,Dec - 2020,120.200496312,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
