ROWID,Country,State LGD Code,State,YearCode,Year,MonthCode,Month,Settlement of Integrated goods and services tax ( IGST )
2031,India,37,Ladakh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",3.70573972634469842489310818573233
2032,India,37,Ladakh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",2.716747887075002260326760815
2033,India,37,Ladakh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",2.795249120406525574247918542
2034,India,37,Ladakh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",4.348656435923630576466708923
2035,India,37,Ladakh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",7.54544504230900427985
2036,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",5.97074346826190773449
2037,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",5.588003502347682879715
2038,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",4.631932465579841709866823438
2039,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",
2040,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",1.59
2041,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",2.8
2042,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",16.190561023
2043,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",9.408348249
2044,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",14.909697788
2045,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",21.834217213
2046,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",14.624532567
2047,India,37,Ladakh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",21.983008978
2048,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",12.598902528
2049,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",6.143815317
2050,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",4.001909864
2051,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",9.551018378
2052,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",2.996165591
2053,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",12.091889047
2054,India,37,Ladakh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",29.535885944
