ROWID,Country,State LGD Code,State,YearCode,Year,MonthCode,Month,Settlement of Integrated goods and services tax ( IGST )
561,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",823
562,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",812.9
563,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",797.6935681
564,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",104.59
565,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",422.53
566,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",539.1
567,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",1057.599333906
568,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",758.693496077
569,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",992.118986217
570,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",1057.775453075
571,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",887.69439854
572,India,10,Bihar,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",992.867314056
573,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",1027.555076961
574,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",886.629970258
575,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",876.300903448
576,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",1090.861427861
577,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",682.710201888
578,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",853.072148509
579,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",1355.186562329
580,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1147.203221315
581,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",968.127112574
582,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",997.53719356
583,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",1030.136460557
584,India,10,Bihar,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",919.684215128
585,India,10,Bihar,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",1114.594325185
586,India,10,Bihar,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",1048.972749475
587,India,10,Bihar,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",1097.910405706
588,India,10,Bihar,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1289.992400535
589,India,10,Bihar,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",1211.531818874
590,India,10,Bihar,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",1316.49729024
591,India,11,Sikkim,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",5.263705756
592,India,11,Sikkim,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",6.7459503
593,India,11,Sikkim,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",6.138237103
594,India,11,Sikkim,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",10.4368823
595,India,11,Sikkim,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",10.7436212
596,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",10.7411793
597,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",10.2224175
598,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",16.2146242
599,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",12.1094438
600,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",11.9994817
601,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",15.3343435
602,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",19.7864869
603,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",18.856835754
604,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",11.9705863
605,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",16.6696853
606,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",14.3465653
607,India,11,Sikkim,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",13.8239678
608,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",14.868077
609,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",16.289463367
610,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",18.8460144
611,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",23.936261
612,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",27.2661604
613,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",18.1261324
614,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",18.5930133
615,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",20.7558150068336
616,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",27.2048445
617,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",18.3750327
618,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",25.7355199
619,India,11,Sikkim,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",22
620,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",17
621,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",20.2
622,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",20.3704567
623,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",1.54
624,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",4.96
625,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",10.9
626,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",20.147174542
627,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",15.325187467
628,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",20.584896011
629,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",25.92302711
630,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",23.637319237
631,India,11,Sikkim,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",23.308813382
632,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",27.546195
633,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",23.361342277
634,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",21.95860808
635,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",33.514291444
636,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",19.230791502
637,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",19.866406818
638,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",32.077738249
639,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",32.262943302
640,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",36.057613873
641,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",30.692365566
642,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",31.083046377
643,India,11,Sikkim,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",29.026434769
644,India,11,Sikkim,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",39.883956531
645,India,11,Sikkim,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",33.072003332
646,India,11,Sikkim,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",40.909073313
647,India,11,Sikkim,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",53.968592934
648,India,11,Sikkim,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",37.242360274
649,India,11,Sikkim,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",38.083138762
650,India,12,Arunachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",9.742984068
651,India,12,Arunachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",10.3357294
652,India,12,Arunachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",13.96429066
653,India,12,Arunachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",17.8050581
654,India,12,Arunachal Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",21.69439
655,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",34.8623447
656,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",22.9144016
657,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",21.2078715
658,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",30.3893955
659,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",25.5360376
660,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",33.3908369
661,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",24.558019
662,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",30.589216602
663,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",28.509262
664,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",30.6768748
665,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",29.5819223
666,India,12,Arunachal Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",25.2326761
667,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",28.7280165
668,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",34.811960329
669,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",35.9517101
670,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",41.7812455
671,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",33.3689245
672,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",42.2914258
673,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",33.4120861
674,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",33.2929323824537
675,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",32.4904858
676,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",31.2567851
677,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",45.2732228
678,India,12,Arunachal Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",62
679,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",52
680,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",47.1
681,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",48.0660423
682,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",8.41
683,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",18.39
684,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",23.2
685,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",44.317208218
686,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",31.112641107
687,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",41.553301408
688,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",66.145998492
689,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",43.888858344
690,India,12,Arunachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",56.996589637
691,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",64.518101801
692,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",62.639008966
693,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",53.960405053
694,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",63.211842284
695,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",44.169819352
696,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",41.478061434
697,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",81.877773503
698,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",73.250248599
699,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",58.048549104
700,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",65.404869031
701,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",57.473731896
702,India,12,Arunachal Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",61.540936372
703,India,12,Arunachal Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",82.050233661
704,India,12,Arunachal Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",82.242453504
705,India,12,Arunachal Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",78.408270997
706,India,12,Arunachal Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",104.87562925
707,India,12,Arunachal Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",96.253198949
708,India,12,Arunachal Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",97.337050118
709,India,13,Nagaland,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",8.150066566
710,India,13,Nagaland,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",9.9493219
711,India,13,Nagaland,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",12.214177109
712,India,13,Nagaland,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",16.5077745
713,India,13,Nagaland,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",19.3845375
714,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",25.5734601
715,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",23.126357
716,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",18.3622908
717,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",24.5579785
718,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",24.5328241
719,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",26.5167231
720,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",27.2504089
721,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",33.449704609
722,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",23.2554199
723,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",26.7361493
724,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",26.1881466
725,India,13,Nagaland,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",30.0202076
726,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",23.520914
727,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",28.366080574
728,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",37.0156112
729,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",40.8216626
730,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",36.292649
731,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",35.6836544
732,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",32.0055769
733,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",34.06948140135
734,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",35.4043274
735,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",29.3776647
736,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",38.2461899
737,India,13,Nagaland,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",55
738,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",46
739,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",37.9
740,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",37.174439
741,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",6.68
742,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",14.19
743,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",23.5
744,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",38.000626795
745,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",29.270032946
746,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",39.298426688
747,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",64.52166018
748,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",39.998675755
749,India,13,Nagaland,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",50.372143497
750,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",49.498824833
751,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",51.376817194
752,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",44.984211988
753,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",55.446935719
754,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",26.982457519
755,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",33.870241509
756,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",55.519858269
757,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",74.432209514
758,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",55.7025582
759,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",53.391010627
760,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",54.21677833
761,India,13,Nagaland,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",52.177965664
762,India,13,Nagaland,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",64.325262073
763,India,13,Nagaland,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",55.424290574
764,India,13,Nagaland,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",52.582533117
765,India,13,Nagaland,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",65.527083052
766,India,13,Nagaland,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",59.045443911
767,India,13,Nagaland,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",55.846047161
768,India,14,Manipur,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",11.099198551
769,India,14,Manipur,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",17.1885536
770,India,14,Manipur,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",19.469384612
771,India,14,Manipur,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",24.7376419
772,India,14,Manipur,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",28.7596799
773,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",29.2038965
774,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",41.1742725
775,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",39.2839478
776,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",36.9061369
777,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",31.9977245
778,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",35.2992529
779,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",47.873457
780,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",32.864740627
781,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",28.3226841
782,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",32.6916008
783,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",37.3986429
784,India,14,Manipur,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",42.3639145
785,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",40.8559121
786,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",42.911170175
787,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",47.9871711
788,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",44.4496639
789,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",39.4548974
790,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",49.6998137
791,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",47.9257277
792,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",46.5997394597336
793,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",48.5183463
794,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",38.5806374
795,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",56.772349
796,India,14,Manipur,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",70
797,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",50
798,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",55.5
799,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",42.2485575
800,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",6.56
801,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",28.75
802,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",25.2
803,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",57.434823585
804,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",27.496431886
805,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",56.355209849
806,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",82.426013231
807,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",63.114322462
808,India,14,Manipur,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",74.062768213
809,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",71.914097342
810,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",65.396401458
811,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",65.174018771
812,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",65.80305166
813,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",33.725217855
814,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",42.536459803
815,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",71.454009959
816,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",73.251939151
817,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",69.626843977
818,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",72.964909418
819,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",74.343010667
820,India,14,Manipur,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",71.664948718
821,India,14,Manipur,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",86.596845362
822,India,14,Manipur,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",75.988247272
823,India,14,Manipur,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",87.155349435
824,India,14,Manipur,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",86.926401432
825,India,14,Manipur,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",96.711207121
826,India,14,Manipur,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",88.735401469
827,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",6.538387603
828,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",9.244128
829,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",9.930500305
830,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",13.9832878
