srcStateName,srcYear,srcMonth,Type of supply,E-way suppliers,E-way bills,E-way asset value,YearCode,Year,MonthCode,Month
HIMACHAL PRADESH,2018-19,Jul - 2018,Inter State Outwards,4342,225165,91391668113.82,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
JAMMU AND KASHMIR,2018-19,Jul - 2018,Inter State Outwards,1711,25744,22435088373.01,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
ANDHRA PRADESH,2018-19,Jul - 2018,Intra State,25756,981997,183348665045.46,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
TELANGANA,2018-19,Jul - 2018,Intra State,21541,899444,199076055234.12,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
ANDAMAN AND NICOBAR,2018-19,Jul - 2018,Intra State,21,323,61743309.76,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
PUDUCHERRY,2018-19,Jul - 2018,Intra State,742,28428,9018706431.47,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
TAMIL NADU,2018-19,Jul - 2018,Intra State,56442,2853320,596557991646.93,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
KERALA,2018-19,Jul - 2018,Intra State,25911,836159,137963442219.83,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
LAKSHADWEEP,2018-19,Jul - 2018,Intra State,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
GOA,2018-19,Jul - 2018,Intra State,1164,56256,9417900751.01,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
KARNATAKA,2018-19,Jul - 2018,Intra State,68856,2581878,507876739397.33,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
MAHARASHTRA,2018-19,Jul - 2018,Intra State,104046,4293720,976167151164.32,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
DADRA AND NAGAR HAVELI,2018-19,Jul - 2018,Intra State,990,46369,18350271866.88,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
DAMAN AND DIU,2018-19,Jul - 2018,Intra State,876,26354,8896678482.85,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
GUJARAT,2018-19,Jul - 2018,Intra State,54239,1323448,373671204786.27,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
ANDHRA PRADESH,2018-19,Jul - 2018,Inter State Inwards,53563,587192,241821881829.86,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
MADHYA PRADESH,2018-19,Jul - 2018,Intra State,12418,246875,60151458105.27,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
TELANGANA,2018-19,Jul - 2018,Inter State Inwards,46698,646254,258384777390.23,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
ANDAMAN AND NICOBAR,2018-19,Jul - 2018,Inter State Inwards,835,6965,1682066960.02,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
PUDUCHERRY,2018-19,Jul - 2018,Inter State Inwards,4183,80553,23879059396.94,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
CHHATTISGARH,2018-19,Jul - 2018,Intra State,5333,178693,50491403022.54,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
ODISHA,2018-19,Jul - 2018,Intra State,9635,527811,119902250570.16,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
JHARKHAND,2018-19,Jul - 2018,Intra State,7624,380312,86620632337.58,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
HIMACHAL PRADESH,2018-19,Jul - 2018,Intra State,5581,185647,36063718240.13,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
DELHI,2018-19,Jul - 2018,Inter State Inwards,99571,1106377,369534484970.28,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
PUNJAB,2018-19,Jul - 2018,Intra State,48967,1327692,266083336328.77,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
GUJARAT,2018-19,Jul - 2018,Inter State Outwards,100201,2484835,699939658784.18,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
JAMMU AND KASHMIR,2018-19,Jul - 2018,Intra State,3171,120989,20837662087.95,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
MEGHALAYA,2019-20,Jul - 2019,Intra State,297,8684,160.465553608,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MIZORAM,2019-20,Jul - 2019,Intra State,19,684,8.428869087,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MANIPUR,2019-20,Jul - 2019,Intra State,44,3217,52.995082629,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
NAGALAND,2019-20,Jul - 2019,Intra State,73,878,36.467677671,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ARUNACHAL PRADESH,2019-20,Jul - 2019,Intra State,102,2112,29.406002068,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
SIKKIM,2019-20,Jul - 2019,Intra State,109,3725,49.011803714,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
BIHAR,2019-20,Jul - 2019,Intra State,6092,338937,6609.239002406,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
UTTAR PRADESH,2019-20,Jul - 2019,Intra State,98232,2777940,58091.195430303,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
RAJASTHAN,2019-20,Jul - 2019,Intra State,61451,1376745,26479.863874464,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DELHI,2019-20,Jul - 2019,Intra State,54972,798820,28226.421770614,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
HARYANA,2019-20,Jul - 2019,Intra State,58060,2425898,40937.290679306,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
UTTARAKHAND,2019-20,Jul - 2019,Intra State,10111,479367,7965.022293249,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHANDIGARH,2019-20,Jul - 2019,Intra State,2101,26891,382.343803062,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
PUNJAB,2019-20,Jul - 2019,Intra State,47646,1190592,26434.009305738,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
HIMACHAL PRADESH,2019-20,Jul - 2019,Intra State,6937,239416,4551.074183822,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
JAMMU AND KASHMIR,2019-20,Jul - 2019,Intra State,4704,169242,2820.43823711,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
UTTAR PRADESH,2019-20,Jul - 2019,Inter State Outwards,65622,1142613,46259.54260446,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TRIPURA,2019-20,Jul - 2019,Intra State,739,16552,277.078173746,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ASSAM,2019-20,Jul - 2019,Intra State,9865,342191,5840.970664154,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
WEST BENGAL,2019-20,Jul - 2019,Intra State,37279,1241782,35205.102961877,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
JHARKHAND,2019-20,Jul - 2019,Intra State,8002,377608,8067.736952834,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ODISHA,2019-20,Jul - 2019,Intra State,11459,634613,12573.731489544,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHHATTISGARH,2019-20,Jul - 2019,Intra State,4814,171558,4695.79659779,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MADHYA PRADESH,2019-20,Jul - 2019,Intra State,14354,295428,6793.259045563,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
GUJARAT,2019-20,Jul - 2019,Intra State,109865,2944017,71400.097825425,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DAMAN AND DIU,2019-20,Jul - 2019,Intra State,1093,37478,1052.30567206,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DADRA AND NAGAR HAVELI,2019-20,Jul - 2019,Intra State,1267,58635,1922.191726545,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MAHARASHTRA,2019-20,Jul - 2019,Intra State,113147,4525277,107532.886652154,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
KARNATAKA,2019-20,Jul - 2019,Intra State,81185,3132855,52724.262856681,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
GOA,2019-20,Jul - 2019,Intra State,1406,55041,876.266868842,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
LAKSHADWEEP,2019-20,Jul - 2019,Intra State,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
KERALA,2019-20,Jul - 2019,Intra State,31857,1070981,15381.361858244,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TAMIL NADU,2019-20,Jul - 2019,Intra State,74017,3521286,68669.901601755,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
PUDUCHERRY,2019-20,Jul - 2019,Intra State,928,33794,891.022182974,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ANDAMAN AND NICOBAR,2019-20,Jul - 2019,Intra State,15,180,6.670542094,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TELANGANA,2019-20,Jul - 2019,Intra State,27481,1151730,22465.191853147,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ANDHRA PRADESH,2019-20,Jul - 2019,Intra State,29165,1086270,18305.643897032,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
JAMMU AND KASHMIR,2019-20,Jul - 2019,Inter State Outwards,2186,32782,2535.905122086,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
HIMACHAL PRADESH,2019-20,Jul - 2019,Inter State Outwards,4749,267112,10310.175692871,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
PUNJAB,2019-20,Jul - 2019,Inter State Outwards,42864,741975,20892.061673554,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHANDIGARH,2019-20,Jul - 2019,Inter State Outwards,4702,73811,1294.810071904,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
UTTARAKHAND,2019-20,Jul - 2019,Inter State Outwards,6912,289545,14072.524438815,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
HARYANA,2019-20,Jul - 2019,Inter State Outwards,51893,2120736,51900.792984609,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DELHI,2019-20,Jul - 2019,Inter State Outwards,114984,1486349,33667.646012714,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
RAJASTHAN,2019-20,Jul - 2019,Inter State Outwards,44758,1190762,26260.456610958,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
BIHAR,2019-20,Jul - 2019,Inter State Outwards,6037,57720,1998.479556166,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
SIKKIM,2019-20,Jul - 2019,Inter State Outwards,141,8191,2005.646752041,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ARUNACHAL PRADESH,2019-20,Jul - 2019,Inter State Outwards,172,1224,79.769011906,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
NAGALAND,2019-20,Jul - 2019,Inter State Outwards,231,1735,68.987436539,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MANIPUR,2019-20,Jul - 2019,Inter State Outwards,85,334,7.954089693,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MIZORAM,2019-20,Jul - 2019,Inter State Outwards,90,984,239.167840066,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TRIPURA,2019-20,Jul - 2019,Inter State Outwards,316,1832,180.036166582,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MEGHALAYA,2019-20,Jul - 2019,Inter State Outwards,359,21718,384.242640378,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ASSAM,2019-20,Jul - 2019,Inter State Outwards,8109,167286,5428.381724492,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
WEST BENGAL,2019-20,Jul - 2019,Inter State Outwards,36247,629936,26940.540262818,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
JHARKHAND,2019-20,Jul - 2019,Inter State Outwards,6283,168834,10209.532196642,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ODISHA,2019-20,Jul - 2019,Inter State Outwards,5190,202661,17914.484610624,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHHATTISGARH,2019-20,Jul - 2019,Inter State Outwards,7001,152047,10146.676864333,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MADHYA PRADESH,2019-20,Jul - 2019,Inter State Outwards,17777,343464,16267.218426455,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
GUJARAT,2019-20,Jul - 2019,Inter State Outwards,116493,3229220,83886.034704513,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DAMAN AND DIU,2019-20,Jul - 2019,Inter State Outwards,1654,191285,4566.939392099,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DADRA AND NAGAR HAVELI,2019-20,Jul - 2019,Inter State Outwards,1942,260327,9057.735548023,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MAHARASHTRA,2019-20,Jul - 2019,Inter State Outwards,98450,2988957,97504.11105554,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
KARNATAKA,2019-20,Jul - 2019,Inter State Outwards,42553,1378442,42293.450794137,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
GOA,2019-20,Jul - 2019,Inter State Outwards,1498,54934,3686.590103721,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
LAKSHADWEEP,2019-20,Jul - 2019,Inter State Outwards,3,6,0.425526097,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
KERALA,2019-20,Jul - 2019,Inter State Outwards,13174,170390,6800.22322688,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TAMIL NADU,2019-20,Jul - 2019,Inter State Outwards,65211,1731041,61699.514158551,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
PUDUCHERRY,2019-20,Jul - 2019,Inter State Outwards,1788,101267,2850.361583018,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ANDAMAN AND NICOBAR,2019-20,Jul - 2019,Inter State Outwards,57,260,27.335957526,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TELANGANA,2019-20,Jul - 2019,Inter State Outwards,24995,535249,20874.732063608,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ANDHRA PRADESH,2019-20,Jul - 2019,Inter State Outwards,19002,378321,25194.534830938,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
JAMMU AND KASHMIR,2019-20,Jul - 2019,Inter State Inwards,17375,181854,5215.586887505,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
HIMACHAL PRADESH,2019-20,Jul - 2019,Inter State Inwards,19053,278086,7859.95553459,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
PUNJAB,2019-20,Jul - 2019,Inter State Inwards,58900,705330,22698.919773638,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHANDIGARH,2019-20,Jul - 2019,Inter State Inwards,7606,102087,2074.562065928,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
UTTARAKHAND,2019-20,Jul - 2019,Inter State Inwards,20395,379314,11033.254608283,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
HARYANA,2019-20,Jul - 2019,Inter State Inwards,84528,1483006,51529.236079828,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DELHI,2019-20,Jul - 2019,Inter State Inwards,109681,1366284,39518.307113823,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
RAJASTHAN,2019-20,Jul - 2019,Inter State Inwards,83354,994455,30182.945108187,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
UTTAR PRADESH,2019-20,Jul - 2019,Inter State Inwards,149140,1761790,60993.411647649,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
BIHAR,2019-20,Jul - 2019,Inter State Inwards,44609,467463,11775.251847068,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
SIKKIM,2019-20,Jul - 2019,Inter State Inwards,1447,25893,687.00458793,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ARUNACHAL PRADESH,2019-20,Jul - 2019,Inter State Inwards,2374,23134,378.014241202,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
NAGALAND,2019-20,Jul - 2019,Inter State Inwards,2254,21538,429.633247324,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MANIPUR,2019-20,Jul - 2019,Inter State Inwards,2317,36054,558.794070012,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MIZORAM,2019-20,Jul - 2019,Inter State Inwards,1483,22614,278.485535051,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TRIPURA,2019-20,Jul - 2019,Inter State Inwards,3610,33957,627.267737816,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MEGHALAYA,2019-20,Jul - 2019,Inter State Inwards,2929,33163,621.410562554,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ASSAM,2019-20,Jul - 2019,Inter State Inwards,21717,234535,7691.296960602,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
WEST BENGAL,2019-20,Jul - 2019,Inter State Inwards,56409,974924,34240.11109648,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
JHARKHAND,2019-20,Jul - 2019,Inter State Inwards,22327,291927,10052.907049787,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ODISHA,2019-20,Jul - 2019,Inter State Inwards,26291,313286,13085.741460503,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHHATTISGARH,2019-20,Jul - 2019,Inter State Inwards,21009,340490,9919.853487653,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MADHYA PRADESH,2019-20,Jul - 2019,Inter State Inwards,61549,745099,21773.191354803,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
GUJARAT,2019-20,Jul - 2019,Inter State Inwards,115834,1404796,68831.595296155,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DAMAN AND DIU,2019-20,Jul - 2019,Inter State Inwards,2319,79256,5586.748943195,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
DADRA AND NAGAR HAVELI,2019-20,Jul - 2019,Inter State Inwards,2794,114474,7067.496128757,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
MAHARASHTRA,2019-20,Jul - 2019,Inter State Inwards,173973,2216193,95969.468146341,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
KARNATAKA,2019-20,Jul - 2019,Inter State Inwards,93333,1475739,49868.266696684,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
GOA,2019-20,Jul - 2019,Inter State Inwards,6340,97732,3159.92569949,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
LAKSHADWEEP,2019-20,Jul - 2019,Inter State Inwards,26,183,9.915024775,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
KERALA,2019-20,Jul - 2019,Inter State Inwards,49415,732943,16096.897452862,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TAMIL NADU,2019-20,Jul - 2019,Inter State Inwards,101068,1572950,61184.541183644,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
PUDUCHERRY,2019-20,Jul - 2019,Inter State Inwards,5366,99706,2443.226392413,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ANDAMAN AND NICOBAR,2019-20,Jul - 2019,Inter State Inwards,910,8179,183.107666688,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
TELANGANA,2019-20,Jul - 2019,Inter State Inwards,52785,791721,27471.461765488,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
ANDHRA PRADESH,2019-20,Jul - 2019,Inter State Inwards,60372,691412,25869.017878237,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
CHHATTISGARH,2020-21,Jul - 2020,Intra State,4775,168982,4668.905539649,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
UTTARAKHAND,2020-21,Jul - 2020,Intra State,10230,478909,7706.496412067,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
HARYANA,2020-21,Jul - 2020,Intra State,58961,2293309,37570.348871656,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ODISHA,2020-21,Jul - 2020,Intra State,11694,636552,12805.799971205,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
JHARKHAND,2020-21,Jul - 2020,Intra State,7897,363653,7285.543032771,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
WEST BENGAL,2020-21,Jul - 2020,Intra State,34265,1338247,32260.086821666,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ASSAM,2020-21,Jul - 2020,Intra State,9026,256659,5092.11235444,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MEGHALAYA,2020-21,Jul - 2020,Intra State,267,8350,152.423764903,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
TRIPURA,2020-21,Jul - 2020,Intra State,943,18758,319.310726177,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
NAGALAND,2020-21,Jul - 2020,Intra State,78,726,33.700525082,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ARUNACHAL PRADESH,2020-21,Jul - 2020,Intra State,80,914,17.295988694,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
SIKKIM,2020-21,Jul - 2020,Intra State,92,1756,29.29126136,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
BIHAR,2020-21,Jul - 2020,Intra State,5247,345002,6650.78877003,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
UTTAR PRADESH,2020-21,Jul - 2020,Intra State,98120,2834860,59368.957273543,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
RAJASTHAN,2020-21,Jul - 2020,Intra State,65426,1547579,28844.982853321,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
DELHI,2020-21,Jul - 2020,Intra State,51938,692241,24395.954187107,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
HIMACHAL PRADESH,2020-21,Jul - 2020,Intra State,6920,233089,4307.475102996,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
WEST BENGAL,2020-21,Jul - 2020,Inter State Inwards,50613,778184,30342.376352447,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
PUNJAB,2020-21,Jul - 2020,Intra State,54860,1457292,29142.614076504,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
CHANDIGARH,2020-21,Jul - 2020,Intra State,1921,21406,314.445019486,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
JAMMU AND KASHMIR,2020-21,Jul - 2020,Intra State,3853,153002,2600.495350739,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
JHARKHAND,2020-21,Jul - 2020,Inter State Inwards,22806,263088,8996.000667457,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ODISHA,2020-21,Jul - 2020,Inter State Inwards,27357,293030,17262.3156673,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
LADAKH,2020-21,Jul - 2020,Inter State Inwards,718,7116,197.69929595,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ANDHRA PRADESH,2020-21,Jul - 2020,Inter State Inwards,57749,645563,24115.902654829,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
TELANGANA,2020-21,Jul - 2020,Inter State Inwards,52370,792905,32522.735867603,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ANDAMAN AND NICOBAR,2020-21,Jul - 2020,Inter State Inwards,838,8509,184.803331369,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
PUDUCHERRY,2020-21,Jul - 2020,Inter State Inwards,4566,77080,2194.207031479,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MANIPUR,2020-21,Jul - 2020,Intra State,51,2942,48.810463312,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
TAMIL NADU,2020-21,Jul - 2020,Inter State Inwards,90528,1205930,49748.841076032,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
KERALA,2020-21,Jul - 2020,Inter State Inwards,43229,445196,13251.168819167,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
LAKSHADWEEP,2020-21,Jul - 2020,Inter State Inwards,34,397,5.834860213,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
GOA,2020-21,Jul - 2020,Inter State Inwards,5310,80684,3139.040170881,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
KARNATAKA,2020-21,Jul - 2020,Inter State Inwards,87498,1216595,44969.443546727,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MAHARASHTRA,2020-21,Jul - 2020,Inter State Inwards,146026,1679134,78490.648390312,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
DADRA AND NAGAR HAVELI,2020-21,Jul - 2020,Inter State Inwards,2613,86236,5029.052367163,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
DAMAN AND DIU,2020-21,Jul - 2020,Inter State Inwards,1999,56540,2335.517265569,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
GUJARAT,2020-21,Jul - 2020,Inter State Inwards,105010,1185503,53609.705986289,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MADHYA PRADESH,2020-21,Jul - 2020,Inter State Inwards,63036,725961,21151.518606692,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
CHHATTISGARH,2020-21,Jul - 2020,Inter State Inwards,20898,306301,9951.072427889,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ASSAM,2020-21,Jul - 2020,Inter State Inwards,19575,182225,7083.473162589,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MEGHALAYA,2020-21,Jul - 2020,Inter State Inwards,2441,26066,590.334265639,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
TRIPURA,2020-21,Jul - 2020,Inter State Inwards,3498,27968,638.509170226,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MIZORAM,2020-21,Jul - 2020,Inter State Inwards,1601,24040,372.551623435,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
MANIPUR,2020-21,Jul - 2020,Inter State Inwards,2091,35113,541.510152705,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
NAGALAND,2020-21,Jul - 2020,Inter State Inwards,1795,16045,382.160895866,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
ARUNACHAL PRADESH,2020-21,Jul - 2020,Inter State Inwards,1719,11514,277.986575912,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
