srcStateName,srcYear,srcMonth,Country,YearCode,StateCode,Year,StateName,MonthCode,TotalPopulation,Month,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Puducherry,2020-21,Nov-2020,India,2020,34,"Calendar Year (Jan - Dec), 2020",PUDUCHERRY,202011,1247953,"November, 2020",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2020-21,Oct-2020,India,2020,34,"Calendar Year (Jan - Dec), 2020",PUDUCHERRY,202010,1247953,"October, 2020",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2020-21,Sep-2020,India,2020,34,"Calendar Year (Jan - Dec), 2020",PUDUCHERRY,202009,1247953,"September, 2020",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Apr-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202104,1247953,"April, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Aug-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202108,1247953,"August, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Dec-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202112,1247953,"December, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Feb-2022,India,2022,34,"Calendar Year (Jan - Dec), 2022",PUDUCHERRY,202202,1247953,"February, 2022",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Jan-2022,India,2022,34,"Calendar Year (Jan - Dec), 2022",PUDUCHERRY,202201,1247953,"January, 2022",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Jul-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202107,1247953,"July, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Jun-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202106,1247953,"June, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Mar-2022,India,2022,34,"Calendar Year (Jan - Dec), 2022",PUDUCHERRY,202203,1247953,"March, 2022",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,May-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202105,1247953,"May, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Nov-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202111,1247953,"November, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Oct-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202110,1247953,"October, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2021-22,Sep-2021,India,2021,34,"Calendar Year (Jan - Dec), 2021",PUDUCHERRY,202109,1247953,"September, 2021",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2022-23,Apr-2022,India,2022,34,"Calendar Year (Jan - Dec), 2022",PUDUCHERRY,202204,1247953,"April, 2022",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2022-23,Jun-2022,India,2022,34,"Calendar Year (Jan - Dec), 2022",PUDUCHERRY,202206,1247953,"June, 2022",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Puducherry,2022-23,May-2022,India,2022,34,"Calendar Year (Jan - Dec), 2022",PUDUCHERRY,202205,1247953,"May, 2022",852753,395200,612511,417604,194907,635442,435149,200293,302450,207432,95018,15456,33823.8,49279.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Aug-2017,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,201708,380581,"August, 2017",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Dec-2017,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,201712,380581,"December, 2017",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Feb-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201802,380581,"February, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Jan-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201801,380581,"January, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Jul-2017,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,201707,380581,"July, 2017",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Mar-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201803,380581,"March, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Nov-2017,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,201711,380581,"November, 2017",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Oct-2017,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,201710,380581,"October, 2017",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2017-18,Sep-2017,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,201709,380581,"September, 2017",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Apr-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201804,380581,"April, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Aug-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201808,380581,"August, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Dec-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201812,380581,"December, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Feb-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201902,380581,"February, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Jan-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201901,380581,"January, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Jul-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201807,380581,"July, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Jun-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201806,380581,"June, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Mar-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201903,380581,"March, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,May-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201805,380581,"May, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Nov-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201811,380581,"November, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Oct-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201810,380581,"October, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2018-19,Sep-2018,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,201809,380581,"September, 2018",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Apr-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201904,380581,"April, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Aug-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201908,380581,"August, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Dec-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201912,380581,"December, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Feb-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202002,380581,"February, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Jan-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202001,380581,"January, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Jul-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201907,380581,"July, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Jun-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201906,380581,"June, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Mar-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202003,380581,"March, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,May-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201905,380581,"May, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Nov-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201911,380581,"November, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Oct-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201910,380581,"October, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2019-20,Sep-2019,India,2019,35,"Calendar Year (Jan - Dec), 2019",ANDAMAN AND NICOBAR ISLANDS,201909,380581,"September, 2019",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2020-21,Apr-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202004,380581,"April, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2020-21,Aug-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202008,380581,"August, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2020-21,Dec-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202012,380581,"December, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2020-21,Feb-2021,India,2021,35,"Calendar Year (Jan - Dec), 2021",ANDAMAN AND NICOBAR ISLANDS,202102,380581,"February, 2021",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2020-21,Jan-2021,India,2021,35,"Calendar Year (Jan - Dec), 2021",ANDAMAN AND NICOBAR ISLANDS,202101,380581,"January, 2021",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Island,2020-21,Jul-2020,India,2020,35,"Calendar Year (Jan - Dec), 2020",ANDAMAN AND NICOBAR ISLANDS,202007,380581,"July, 2020",143488,237093,202871,76584,126287,177710,66904,110806,94551,36021,58530,3799.37,81533.2,85332.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
