srcStateName,srcYear,srcMonth,Central Goods and Services Tax ( CGST ) Revenue,State Goods and Services Tax ( SGST )Revenue,Integrated Goods and Services Tax ( IGST )Revenue,CESS Tax Revenue,YearCode,Year,MonthCode,Month
Andaman and Nicobar Island,2020-21,Jul-2020,6.4172662,8.8184756,2.2720233,0.023744,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
Puducherry,2020-21,Jul-2020,17.5507896,26.9052855,91.4466536,0.4234041,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
Uttar Pradesh,2020-21,Jul-2020,1115.5038289,1785.5581665,1131.1983657,1066.670507,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
Bihar,2020-21,Jul-2020,296.9913314,467.1232722,107.1656472,189.5130514,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
Sikkim,2020-21,Jul-2020,13.9920729,16.9992349,155.4165648,0.0234655,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
Arunachal Pradesh,2020-21,Jul-2020,12.2373488,17.0432897,3.2397081,0.0749355,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
Goa,2021-22,Jul-2021,76.5710986,104.9905925,120.6954027,1.0861402,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Lakshadweep,2021-22,Jul-2021,0.4517638,0.4778881,0.026311,0,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Arunachal Pradesh,2021-22,Jul-2021,21.249657,26.1455185,8.0611235,0.0339376,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Bihar,2021-22,Jul-2021,357.1898003,603.2611046,149.3358793,171.2053596,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Nagaland,2021-22,Jul-2021,8.8937522,12.4967081,6.1980135,0.586859,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Uttar Pradesh,2021-22,Jul-2021,1414.221025,2030.786718,1565.303675,1000.330111,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Kerala,2021-22,Jul-2021,522.6166131,750.5680599,399.1036149,2.8597751,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Karnataka,2021-22,Jul-2021,1797.442407,2263.525763,2393.735313,281.7992987,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Manipur,2021-22,Jul-2021,14.0881726,19.8369413,3.1859331,0.2666805,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Rajasthan,2021-22,Jul-2021,858.4332418,1144.634444,1006.668338,119.0620806,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Maharashtra,2021-22,Jul-2021,5133.107199,6092.955243,6605.471932,1067.729308,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Tamil Nadu,2021-22,Jul-2021,1722.263371,2257.007961,1764.37729,558.4729842,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Mizoram,2021-22,Jul-2021,6.9372645,11.3820592,2.6355256,0.0316353,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Ladakh,2021-22,Jul-2021,4.4402339,6.0751404,2.4312379,0.0008807,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Tripura,2021-22,Jul-2021,24.5442768,32.6801977,7.5783386,0.4288429,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Delhi,2021-22,Jul-2021,773.7629736,947.3441351,2040.366482,53.5907506,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Puducherry,2021-22,Jul-2021,18.973856,32.8902653,76.6713574,0.0824988,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Dadra and Nagar Haveli,2021-22,Jul-2021,33.054649,42.3063069,151.5118721,0.0399876,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Chandigarh,2021-22,Jul-2021,30.5825151,42.0293143,95.9209153,0.3823045,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Jammu and Kashmir,2021-22,Jul-2021,112.0738607,182.9451717,129.403881,7.3557202,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Meghalaya,2021-22,Jul-2021,21.8990329,28.9810087,70.1006494,0.1184172,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Andaman and Nicobar Island,2021-22,Jul-2021,5.9263008,10.0859678,2.4915426,0.0603712,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Assam,2021-22,Jul-2021,281.3961761,355.6062732,225.6934866,19.2561915,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Daman and Diu,2021-22,Jul-2021,0.1682008,0.214754,0.0538831,0,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
West Bengal,2021-22,Jul-2021,1061.180367,1346.363193,924.3682058,130.7715403,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Himachal Pradesh,2021-22,Jul-2021,120.777412,184.5983582,360.3756658,0.88872,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Telangana,2021-22,Jul-2021,855.6923735,1151.569122,1101.584627,500.7154254,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Gujarat,2021-22,Jul-2021,2183.056103,2703.739137,2310.170482,431.6756059,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Jharkhand,2021-22,Jul-2021,365.123207,482.4899719,792.8687121,415.9175798,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Haryana,2021-22,Jul-2021,944.6847972,1259.798413,2700.656903,424.4959028,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Punjab,2021-22,Jul-2021,398.2684805,597.683564,516.7285779,20.3453375,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Andhra Pradesh,2021-22,Jul-2021,669.411257,927.7718759,956.1925597,176.9655992,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Odisha,2021-22,Jul-2021,927.5174742,1067.354943,1028.161047,592.2005496,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Madhya Pradesh,2021-22,Jul-2021,644.3884716,855.9375194,672.6844017,484.0333929,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Chattisgarh,2021-22,Jul-2021,536.4601481,618.7361421,772.1266747,505.1194919,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Uttarakhand,2021-22,Jul-2021,226.8403377,313.2202778,558.2692189,7.3041478,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Sikkim,2021-22,Jul-2021,15.6395229,23.6731483,158.001789,0.0203998,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021"
Arunachal Pradesh,2018-19,Jun-2018,9.3242923,13.5436848,3.9458071,0.0079796,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Madhya Pradesh,2018-19,Jun-2018,418.5352995,609.9923307,543.5772456,432.4551296,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Chattisgarh,2018-19,Jun-2018,303.4846154,383.2124012,693.1887778,521.8649929,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Odisha,2018-19,Jun-2018,405.5119544,533.9550139,786.3552436,421.952424,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Jharkhand,2018-19,Jun-2018,273.3308852,385.0181187,849.8247569,470.870265,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
West Bengal,2018-19,Jun-2018,857.5916957,1188.2355342,747.7893965,318.0839393,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Assam,2018-19,Jun-2018,171.3981431,250.0812889,195.9868753,44.8067089,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Meghalaya,2018-19,Jun-2018,14.9194984,20.9512935,76.0418111,4.2690697,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Tripura,2018-19,Jun-2018,12.0569986,19.4571343,3.6805749,0.0561439,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Manipur,2018-19,Jun-2018,8.437478,12.3871027,1.0898704,0.0623573,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Gujarat,2018-19,Jun-2018,1634.986751,2075.482694,2251.4246624,400.5982533,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Daman and Diu,2018-19,Jun-2018,9.1133127,12.9861684,68.4101139,0.0161742,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Dadra and Nagar Haveli,2018-19,Jun-2018,13.3693997,21.5371328,89.749241,0.0173708,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Maharashtra,2018-19,Jun-2018,3898.9767608,4810.3747525,4398.220505,913.2317054,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Karnataka,2018-19,Jun-2018,1317.7905968,1771.6560845,2285.6390012,868.7184735,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Goa,2018-19,Jun-2018,83.2775386,113.4899505,135.3289945,3.1491547,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Lakshadweep,2018-19,Jun-2018,3.0886072,3.1277342,0.1274743,0,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Kerala,2018-19,Jun-2018,426.5183956,683.9006115,190.0032267,5.5884172,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Tamil Nadu,2018-19,Jun-2018,1278.1959037,1806.5208456,1526.6094955,575.6581425,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Puducherry,2018-19,Jun-2018,19.6126352,27.19696,98.9905737,0.2390011,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Andaman and Nicobar Island,2018-19,Jun-2018,11.2891336,13.8718821,2.4710669,0.0641127,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Telangana,2018-19,Jun-2018,562.365842,796.8953096,792.2171816,547.871883,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Punjab,2020-21,Feb-2021,330.0599,510.8768,447.6669,10.7676,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Jammu and Kashmir,2020-21,Feb-2021,97.2163,141.1201,89.8838,1.6725,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Gujarat,2020-21,Feb-2021,2217.5943,2727.9311,2645.0211,630.6873,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Madhya Pradesh,2020-21,Feb-2021,657.1989,832.5564,712.0907,589.7249,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Chattisgarh,2020-21,Feb-2021,456.041,524.0114,868.9721,604.0728,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Odisha,2020-21,Feb-2021,624.165,781.0608,1345.7858,589.5543,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Ladakh,2020-21,Feb-2021,3.4814,4.3152,1.2481,0.0191,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Telangana,2020-21,Feb-2021,900.5729,1173.4087,986.9171,575.5408,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Andaman and Nicobar Island,2020-21,Feb-2021,7.4354,12.7695,2.9738,0.083,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Puducherry,2020-21,Feb-2021,19.2154,29.092,109.6089,0.1364,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Tamil Nadu,2020-21,Feb-2021,1770.8707,2459.5152,2109.4944,668.3334,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Kerala,2020-21,Feb-2021,599.2737,856.8897,344.4178,5.5237,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Lakshadweep,2020-21,Feb-2021,0.2095,0.2227,0.023,0,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Goa,2020-21,Feb-2021,97.413,128.3821,116.4136,1.5934,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Karnataka,2020-21,Feb-2021,1747.064,2230.6544,2759.87,843.8633,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Maharashtra,2020-21,Feb-2021,4469.9008,5426.5399,5095.7904,1111.2655,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Dadra and Nagar Haveli,2020-21,Feb-2021,32.1074,41.5803,161.1865,0.2186,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Daman and Diu,2020-21,Feb-2021,0.7156,0.631,1.2655,0.0001,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Andhra Pradesh,2020-21,Feb-2021,592.5495,814.0659,1016.4912,229.4662,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Andhra Pradesh,2018-19,Jun-2018,460.3311939,668.1677282,780.4869733,26.6078837,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Himachal Pradesh,2018-19,Jun-2018,81.1300704,128.3707238,430.0922341,1.4346423,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Punjab,2018-19,Jun-2018,247.7719054,438.4547679,487.9338484,18.1725463,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Chandigarh,2018-19,Jun-2018,25.3045196,39.4516876,70.775433,0.3887409,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Uttarakhand,2018-19,Jun-2018,164.0565764,309.7721557,770.6331693,21.2794006,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Jammu and Kashmir,2018-19,Jun-2018,70.6967279,118.9818653,72.189619,4.171409,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Haryana,2018-19,Jun-2018,709.2658246,1090.6473486,2436.5287147,398.0083574,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Delhi,2018-19,Jun-2018,619.8172123,795.1842481,1601.9056714,86.3569774,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Rajasthan,2018-19,Jun-2018,606.5232682,833.7267357,849.488922,133.2056161,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Uttar Pradesh,2018-19,Jun-2018,1012.5312809,1598.7560753,1373.6949005,999.5810159,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Bihar,2018-19,Jun-2018,178.7468664,365.7341074,87.8567054,128.7793164,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Sikkim,2018-19,Jun-2018,10.1247766,14.4355935,146.4141498,0.0061442,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Mizoram,2018-19,Jun-2018,3.2523617,6.2431115,0.7409617,0.0330648,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Nagaland,2018-19,Jun-2018,2.846493,5.5431936,4.4389608,0.6033914,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Uttar Pradesh,2019-20,Jun-2019,1163.4767916,1861.5954383,1270.0118445,1071.3254537,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Haryana,2019-20,Jun-2019,855.058965,1182.1962564,2525.8240414,325.7524212,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Uttarakhand,2019-20,Jun-2019,191.2139748,350.1533228,669.4971214,20.7515453,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Chandigarh,2019-20,Jun-2019,30.0532631,43.2896598,84.1756874,0.4508814,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Punjab,2019-20,Jun-2019,262.4307025,481.5653994,480.1362825,23.8874637,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Himachal Pradesh,2019-20,Jun-2019,97.1830993,152.9211902,445.9773217,1.2219146,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Jammu and Kashmir,2019-20,Jun-2019,85.2515959,148.8282763,82.8414636,5.4679795,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Ladakh,2019-20,Jun-2019,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Goa,2019-20,Jun-2019,80.6392017,120.4458551,133.5476813,3.5673634,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Karnataka,2019-20,Jun-2019,1514.8034437,2050.0658408,2236.4703433,857.8873474,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Maharashtra,2019-20,Jun-2019,4246.1750442,5208.0545573,4702.2360633,986.6433111,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Dadra and Nagar Haveli,2019-20,Jun-2019,15.5591316,25.0114836,123.9556842,0.1251303,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Daman and Diu,2019-20,Jun-2019,9.1176636,13.7506621,64.1181213,0.0051951,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Gujarat,2019-20,Jun-2019,1783.6085265,2273.6281586,2020.8408101,346.2588799,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Madhya Pradesh,2019-20,Jun-2019,473.9442823,700.5617324,603.4840426,434.4709555,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Chattisgarh,2019-20,Jun-2019,394.7432337,497.444741,654.1713614,546.3072525,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Odisha,2019-20,Jun-2019,603.3915937,804.4872557,970.689458,544.9002005,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Jharkhand,2019-20,Jun-2019,279.4690559,407.0908374,684.6867896,439.4934541,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
West Bengal,2019-20,Jun-2019,1021.6566947,1371.9637175,767.2702217,352.6544313,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Assam,2019-20,Jun-2019,212.4721862,309.8020192,228.6932657,46.6194105,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Meghalaya,2019-20,Jun-2019,18.3774971,29.6776258,75.4840063,0.6864335,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Tripura,2019-20,Jun-2019,17.5216666,33.6363017,6.6356791,0.1298828,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Mizoram,2019-20,Jun-2019,5.2244675,8.877251,9.8401273,0.0267637,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Manipur,2019-20,Jun-2019,8.337252,15.3620401,1.6377154,0.1054779,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Nagaland,2019-20,Jun-2019,4.8972126,8.712144,4.9911733,1.2604345,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Arunachal Pradesh,2019-20,Jun-2019,19.0259518,24.4039111,4.6421602,0.0131939,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Sikkim,2019-20,Jun-2019,11.0210133,15.848522,166.3178987,0.1108031,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Bihar,2019-20,Jun-2019,227.2238974,487.8092142,114.0638051,174.2372563,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Andhra Pradesh,2019-20,Jun-2019,538.8174475,760.4332036,898.6635791,33.6378139,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Telangana,2019-20,Jun-2019,710.8320887,980.4498094,875.7478364,598.5789416,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Andaman and Nicobar Island,2019-20,Jun-2019,6.7444656,10.1529405,3.8036409,0.1444335,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Puducherry,2019-20,Jun-2019,17.5499806,29.1580112,88.4508186,0.0957292,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Tamil Nadu,2019-20,Jun-2019,1522.3498758,2180.2868395,1648.5281185,529.7837774,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Kerala,2019-20,Jun-2019,495.4763768,806.7276399,260.0607273,5.296041,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Lakshadweep,2019-20,Jun-2019,0.3150318,0.3342031,0.0413935,0,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Delhi,2019-20,Jun-2019,728.9687102,938.3520578,1838.0850752,89.9736285,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Rajasthan,2019-20,Jun-2019,698.9370986,984.397905,859.723704,139.9411047,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019"
Punjab,2020-21,Jun-2020,358.6881092,508.0698508,429.3091057,27.3157136,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Odisha,2020-21,Jun-2020,574.0113748,759.1640378,452.0852138,908.4795174,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Arunachal Pradesh,2017-18,Aug-2017,3.4592613,6.19095,3.2071973,0.0244355,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Andhra Pradesh,2017-18,Aug-2017,448.2211945,661.2230453,756.0888013,24.429863,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Sikkim,2017-18,Aug-2017,5.0894123,24.8146874,130.0949073,0.044137,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Bihar,2017-18,Aug-2017,180.5459888,379.0785063,85.9049853,141.0340921,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Jammu and Kashmir,2017-18,Aug-2017,49.5505724,103.1587529,95.4729618,17.1526355,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Uttar Pradesh,2017-18,Aug-2017,931.584088,1570.3010012,1469.2644993,757.9329162,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Rajasthan,2017-18,Aug-2017,523.0526819,807.1433484,1085.1645353,126.7355177,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Himachal Pradesh,2017-18,Aug-2017,88.117899,133.8037643,600.7257489,1.103636,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Delhi,2017-18,Aug-2017,733.9313049,1052.5415001,1382.6597252,90.1175828,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Haryana,2017-18,Aug-2017,804.3453173,1276.5619686,2260.5382125,342.6853463,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Telangana,2017-18,Aug-2017,544.2085279,841.8250527,930.1675446,445.1335592,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Uttarakhand,2017-18,Aug-2017,150.4242454,285.75321,1244.545172,15.1256928,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Chandigarh,2017-18,Aug-2017,39.7173798,58.9586458,76.1982012,0.2900161,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Andaman and Nicobar Island,2017-18,Aug-2017,3.3293025,3.9806739,0.3671138,0.0178187,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Assam,2017-18,Nov-2017,150.313475,227.8467851,226.8357381,49.072243,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
Assam,2018-19,Apr-2018,172.4957782,276.9388224,176.8886739,52.9766663,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
Jharkhand,2020-21,Jun-2020,328.948885,398.9602964,371.6197523,543.7497065,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Assam,2020-21,Jun-2020,279.8367589,359.8633427,298.8726943,27.8731907,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Meghalaya,2020-21,Jun-2020,15.5711513,20.8438108,79.2301198,0.3144955,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Tripura,2020-21,Jun-2020,22.5147889,35.851576,5.4747787,0.6982171,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Mizoram,2020-21,Jun-2020,7.4187561,11.8476971,4.8213408,0.113337,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Manipur,2020-21,Jun-2020,10.446479,16.1302661,2.2194063,0.0832309,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Nagaland,2020-21,Jun-2020,11.1205179,16.9160189,4.0957749,0.272995,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Arunachal Pradesh,2020-21,Jun-2020,19.1892733,25.1963241,4.0633519,0.4729829,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Sikkim,2020-21,Jun-2020,11.975554,17.3665174,316.1875752,0.0091969,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Bihar,2020-21,Jun-2020,341.5975607,569.7708739,119.1801981,131.834715,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Uttar Pradesh,2020-21,Jun-2020,1251.8948305,1775.8608986,1277.6587033,888.0594415,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Rajasthan,2020-21,Jun-2020,798.0654359,1036.9994256,826.3860411,112.6367315,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Delhi,2020-21,Jun-2020,651.9818946,762.2424606,1790.2484703,44.7213313,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Haryana,2020-21,Jun-2020,711.024497,877.0409685,1998.3128008,108.0136027,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Uttarakhand,2020-21,Jun-2020,184.090221,238.6151661,469.8057573,2.4226789,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Chandigarh,2020-21,Jun-2020,26.8496761,35.1959717,94.7567789,1.8757017,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Chattisgarh,2020-21,Jun-2020,472.2734979,546.3332247,744.2552438,785.710931,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Himachal Pradesh,2020-21,Jun-2020,106.7149203,152.672012,357.9948476,1.1138822,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Jammu and Kashmir,2020-21,Jun-2020,81.1623499,136.308909,82.4431785,24.8536109,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
West Bengal,2020-21,Jun-2020,858.8599153,1102.1540278,834.5760791,332.7894854,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Ladakh,2020-21,Jun-2020,,,,,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Andhra Pradesh,2020-21,Jun-2020,627.3953302,846.9035126,805.0451495,87.655988,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Telangana,2020-21,Jun-2020,813.4581303,1073.5271477,899.0866984,489.9851232,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Andaman and Nicobar Island,2020-21,Jun-2020,23.6484025,26.726117,3.7370198,0.0666457,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Puducherry,2020-21,Jun-2020,18.0998662,28.5076665,93.7179978,0.2464721,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Tamil Nadu,2020-21,Jun-2020,1347.1270894,1723.1551304,1607.5270463,297.6378279,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Kerala,2020-21,Jun-2020,506.9227293,746.1443676,246.5684944,30.2920236,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
Lakshadweep,2020-21,Jun-2020,0.358827,0.6323714,0.0339087,,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
